Actual,Predicted,Residuals
0.562096248,0.5312446102269334,0.030851637773066654
0.39644739,0.41246563103080647,-0.016018241030806457
0.573776037,0.6061535519723226,-0.03237751497232255
0.62900923,0.6073726587002156,0.021636571299784357
0.341873723,0.319281603010991,0.022592119989009007
0.376127081,0.3676391622368441,0.008487918763155855
0.5371957,0.5673830270363469,-0.030187327036346856
0.46684982,0.4820390483575284,-0.015189228357528395
0.538600293,0.5370583864163415,0.0015419065836584922
0.379770845,0.418008116905505,-0.038237271905504966
0.633468228,0.5701038697501062,0.06336435824989384
0.727633086,0.6856965660558502,0.04193651994414982
0.576774828,0.5873093298970006,-0.010534501897000559
0.718585849,0.7106264347508467,0.007959414249153252
0.571342186,0.5585707857299272,0.01277140027007273
0.395616091,0.43914768730673426,-0.043531596306734255
0.467319394,0.48534057095107025,-0.01802117695107025
0.417708345,0.3990518594065297,0.018656485593470273
0.683175908,0.6509803382102428,0.03219556978975724
0.632836647,0.5682189725120883,0.06461767448791167
0.444048444,0.4808045542240216,-0.03675611022402159
0.457419204,0.45400300947140976,0.003416194528590266
0.741347471,0.7083002865293382,0.033047184470661795
0.536360576,0.46506440052523407,0.07129617547476591
0.535562894,0.4447105587632484,0.09085233523675162
0.445307803,0.45874093012149725,-0.013433127121497246
0.561149029,0.5163222063927955,0.0448268226072045
0.636325633,0.5892829698987792,0.04704266310122085
0.558160989,0.5222586517125843,0.03590233728741565
0.634849937,0.6076712000069914,0.027178736993008656
0.689433097,0.7371692520286328,-0.04773615502863282
0.511867886,0.48616679456735123,0.02570109143264876
0.482061124,0.5311542149962066,-0.04909309099620662
0.398391424,0.3797844353117619,0.01860698868823807
0.647138198,0.6190470699782891,0.028091128021710987
0.615616809,0.5467746915013816,0.06884211749861846
0.460873281,0.46675969411333684,-0.005886413113336819
0.410990643,0.40700366644947494,0.003986976550525045
0.473732877,0.4075527477920756,0.06618012920792438
0.501532255,0.48984556301457094,0.011686691985429043
0.515999286,0.5466170632406093,-0.030617777240609323
0.600141982,0.6277885563015597,-0.0276465743015597
0.422311187,0.43777108101458834,-0.01545989401458836
0.470667176,0.49018608737288405,-0.01951891137288403
0.499354282,0.49370415902964676,0.005650122970353222
0.606379479,0.5708562609715776,0.0355232180284224
0.706495771,0.6405323766353396,0.06596339436466048
0.470296319,0.49550917876895584,-0.02521285976895582
0.755691666,0.6726334184268598,0.08305824757314029
0.491059856,0.5017362912317906,-0.010676435231790626
0.633556555,0.5920908712254497,0.04146568377455029
0.582978109,0.5777610311569941,0.005217077843005957
0.36511839,0.3853697852024129,-0.02025139520241287
0.514985128,0.44677091392812024,0.06821421407187972
0.475656217,0.44801757472582354,0.02763864227417645
0.435854408,0.4525145747688586,-0.016660166768858564
0.614842298,0.5544752676993254,0.060367030300674585
0.691297109,0.623375979540172,0.06792112945982798
0.448818985,0.44053577702503605,0.008283207974963958
0.447898049,0.4437910596749429,0.004106989325057098
0.430387045,0.40333179238530764,0.027055252614692382
0.543584047,0.46563195401720375,0.0779520929827962
0.572515446,0.6319025390212237,-0.05938709302122369
0.52162372,0.5272228575984886,-0.005599137598488624
0.449719684,0.4516219490678849,-0.0019022650678848785
0.65486889,0.6695764387770446,-0.01470754877704461
0.517582011,0.490068973601795,0.027513037398204987
0.493181318,0.49547386337458166,-0.002292545374581678
0.484732084,0.46254297741048794,0.022189106589512064
0.595645599,0.5724532593542268,0.023192339645773274
0.390131375,0.36231312936978993,0.02781824563021007
0.403565707,0.4236778978902529,-0.0201121908902529
0.424925576,0.3926584983909168,0.032267077609083206
0.6488358,0.5805908286551471,0.06824497134485286
0.48980663,0.5274593877287724,-0.03765275772877241
0.531925761,0.5400712212998748,-0.00814546029987484
0.421414706,0.42626292908921376,-0.004848223089213788
0.507283325,0.5458198278707842,-0.03853650287078425
0.568764886,0.5445641444793179,0.02420074152068208
0.484963362,0.48635826532809356,-0.0013949033280935552
0.532729954,0.49823685913495874,0.03449309486504126
0.0,0.43192624716969097,-0.43192624716969097
0.554133418,0.5484635414703043,0.00566987652969575
0.450935593,0.4226245582076395,0.028311034792360523
